,,,,,,,train_acc,train_pre,train_rec,train_f1,train_f2,train_auc,test_acc,test_pre,test_rec,test_f1,test_f2,test_auc,c_correct_percent
14122-rad,348-008,en,c,adasyns,15,acc,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.614,
14122-ang,348-008,ie,,smote,30,pre,0.998,1,0.996,0.998,0.997,1,0.792,0.364,0.308,0.333,0.317,0.683,
14122-ang,348-008,m,c,smote,15,f2,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.739,
14122-rad,348-008,ea,fc,smote,200,pre,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.625,
14122-rad,348-008,p,c,adasyns,100,f2,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.702,
14122-rad,348-008,p,c,adasyns,60,f2,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.774,
14122-rad,348-008,p,c,smote,100,rec,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.685,
14122-rad,348-008,p,c,adasyns,30,rec,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.772,
14122-rad,348-008,p,c,adasyns,15,pre,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.77,
14122-rad,348-008,en,,adasyns,60,f2,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.704,
14122-rad,348-008,en,,adasyns,60,rec,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.703,
14122-ang,348-008,z,,adasyns,30,pre,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.716,
14122-ang,348-008,z,,smote,30,acc,1,1,1,1,1,1,0.792,0.364,0.308,0.333,0.317,0.72,
38324-ang,348-008,p,,adasyns,15,acc,1,1,1,1,1,1,0.753,0.267,0.333,0.296,0.317,0.667,
65536-ang,348-008,m,fc,adasyns,60,rec,0.763,0.757,0.773,0.765,0.77,0.768,0.597,0.129,0.5,0.205,0.317,0.554,
38324-ang,348-008,ie,,smote,15,f2,0.87,0.843,0.909,0.875,0.895,0.956,0.753,0.267,0.333,0.296,0.317,0.731,
38324-rad,348-008,ie,,smote,30,f2,1,1,1,1,1,1,0.753,0.267,0.333,0.296,0.317,0.649,
38324-rad,348-008,ie,,smote,15,rec,0.996,1,0.991,0.996,0.993,1,0.753,0.267,0.333,0.296,0.317,0.573,
38324-ang,348-008,r,,adasyns,60,f2,0.993,0.991,0.996,0.993,0.995,1,0.753,0.267,0.333,0.296,0.317,0.714,
38324-rad,348-008,ie,c,smote,60,f2,1,1,1,1,1,1,0.753,0.267,0.333,0.296,0.317,0.664,
38324-rad,348-008,ie,c,smote,60,pre,1,1,1,1,1,1,0.753,0.267,0.333,0.296,0.317,0.669,
38324-rad,348-008,m,,smote,15,f2,1,1,1,1,1,1,0.753,0.267,0.333,0.296,0.317,0.504,
38324-rad,348-008,m,,adasyns,15,rec,1,1,1,1,1,1,0.753,0.267,0.333,0.296,0.317,0.555,
38324-rad,348-008,m,,smote,15,rec,1,1,1,1,1,1,0.753,0.267,0.333,0.296,0.317,0.501,
98765-rad,348-008,en,fc,smote,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.761,
98765-ang,348-008,r,c,rando,30,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.714,
98765-ang,348-008,r,c,rando,15,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.703,
98765-ang,348-008,r,c,smote,15,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.802,
98765-ang,348-008,r,c,adasyns,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.739,
98765-ang,348-008,r,c,adasyns,15,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.766,
98765-ang,348-008,r,c,rando,15,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.703,
98765-ang,348-008,r,c,adasyns,15,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.766,
98765-rad,348-008,z,fc,smote,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.684,
98765-rad,348-008,z,fc,smote,200,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.786,
98765-rad,348-008,z,fc,rando,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.754,
98765-ang,348-008,m,,rando,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.706,
98765-rad,348-008,ea,fc,smote,200,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.747,
98765-rad,348-008,ea,fc,rando,100,rec,0.998,0.996,1,0.998,0.999,1,0.831,0.571,0.286,0.381,0.317,0.702,
98765-rad,348-008,ea,fc,adasyns,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.791,
1379-ang,348-008,z,fc,rando,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.789,
1379-ang,348-008,z,fc,rando,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.789,
1379-ang,348-008,z,fc,rando,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.757,
1379-ang,348-008,z,fc,rando,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.789,
98765-rad,348-008,z,,adasyns,100,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.71,
98765-rad,348-008,z,,adasyns,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.679,
98765-rad,348-008,z,,adasyns,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.683,
98765-rad,348-008,z,,rando,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.746,
98765-rad,348-008,z,,adasyns,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.702,
98765-rad,348-008,ea,f,adasyns,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.755,
98765-rad,348-008,ea,f,adasyns,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.829,
1379-rad,348-008,z,f,rando,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.717,
1379-rad,348-008,z,f,adasyns,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.753,
1379-rad,348-008,z,f,rando,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.717,
1379-rad,348-008,ea,c,smote,15,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.816,
98765-ang,348-008,r,,adasyns,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.703,
98765-rad,348-008,p,,smote,100,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.805,
98765-rad,348-008,p,,rando,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.837,
98765-rad,348-008,p,,rando,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.837,
1379-ang,348-008,p,fc,rando,30,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.914,
1379-ang,348-008,p,fc,rando,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.914,
1379-rad,348-008,en,f,rando,15,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.794,
1379-rad,348-008,en,f,adasyns,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.844,
1379-rad,348-008,en,f,rando,300,rec,0.996,0.991,1,0.996,0.998,1,0.831,0.571,0.286,0.381,0.317,0.853,
1379-rad,348-008,en,f,smote,200,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.786,
1379-rad,348-008,en,f,rando,15,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.77,
1379-rad,348-008,en,f,adasyns,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.844,
1379-rad,348-008,en,f,adasyns,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.82,
1379-rad,348-008,en,f,adasyns,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.844,
1379-rad,348-008,en,fc,adasyns,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.857,
1379-rad,348-008,en,fc,adasyns,300,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.879,
1379-rad,348-008,en,fc,adasyns,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.816,
98765-rad,348-008,z,c,smote,30,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.694,
1379-rad,348-008,z,fc,rando,30,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.897,
1379-rad,348-008,z,fc,rando,60,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.906,
1379-rad,348-008,z,fc,smote,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.822,
1379-rad,348-008,z,fc,rando,30,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.866,
1379-rad,348-008,z,fc,rando,30,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.897,
1379-rad,348-008,z,fc,adasyns,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.74,
1379-rad,348-008,z,fc,adasyns,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.772,
1379-rad,348-008,z,fc,rando,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.897,
1379-ang,348-008,r,c,adasyns,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.814,
1379-ang,348-008,r,c,adasyns,60,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.794,
1379-ang,348-008,r,c,rando,30,rec,0.998,0.996,1,0.998,0.999,1,0.831,0.571,0.286,0.381,0.317,0.824,
1379-ang,348-008,r,c,adasyns,300,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.856,
1379-ang,348-008,r,c,adasyns,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.819,
1379-ang,348-008,r,c,smote,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.8,
1379-ang,348-008,r,c,smote,15,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.816,
1379-ang,348-008,r,c,smote,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.812,
1379-ang,348-008,r,c,rando,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.838,
1379-rad,348-008,ie,f,adasyns,300,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.797,
1379-rad,348-008,ie,f,smote,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.745,
1379-ang,348-008,z,c,smote,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.76,
98765-rad,348-008,en,f,smote,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.722,
98765-rad,348-008,en,f,rando,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.765,
98765-rad,348-008,en,f,smote,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.713,
1379-ang,348-008,p,,adasyns,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.804,
98765-ang,348-008,m,c,smote,30,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.627,
98765-ang,348-008,m,c,adasyns,30,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.711,
98765-ang,348-008,m,c,smote,15,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.711,
98765-ang,348-008,m,c,smote,15,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.711,
98765-ang,348-008,en,f,adasyns,15,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.815,
98765-ang,348-008,en,f,adasyns,30,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.785,
98765-ang,348-008,en,f,adasyns,15,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.782,
98765-ang,348-008,en,f,adasyns,30,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.789,
98765-ang,348-008,en,f,adasyns,30,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.748,
98765-ang,348-008,en,f,rando,15,acc,0.998,0.996,1,0.998,0.999,1,0.831,0.571,0.286,0.381,0.317,0.797,
98765-ang,348-008,en,f,adasyns,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.785,
98765-ang,348-008,en,f,adasyns,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.76,
98765-ang,348-008,ie,,adasyns,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.754,
98765-ang,348-008,ie,,adasyns,200,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.753,
98765-rad,348-008,en,c,rando,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.724,
98765-rad,348-008,en,c,adasyns,100,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.833,
98765-rad,348-008,en,c,adasyns,60,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.78,
98765-rad,348-008,en,c,smote,30,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.777,
98765-rad,348-008,en,c,smote,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.832,
98765-rad,348-008,en,c,adasyns,60,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.78,
98765-rad,348-008,en,c,rando,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.724,
98765-rad,348-008,en,c,adasyns,60,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.757,
98765-rad,348-008,en,c,smote,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.808,
98765-rad,348-008,en,c,smote,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.773,
98765-rad,348-008,en,c,rando,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.724,
98765-rad,348-008,en,c,smote,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.656,
98765-rad,348-008,en,c,adasyns,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.844,
98765-rad,348-008,en,c,adasyns,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.757,
1379-rad,348-008,en,,smote,100,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.738,
1379-rad,348-008,en,,smote,60,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.78,
1379-rad,348-008,en,,smote,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.738,
1379-rad,348-008,en,,adasyns,60,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.658,
1379-rad,348-008,en,,smote,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.773,
1379-rad,348-008,en,,smote,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.738,
98765-ang,348-008,ea,f,smote,30,f2,0.998,1,0.996,0.998,0.997,1,0.831,0.571,0.286,0.381,0.317,0.784,
98765-ang,348-008,ea,f,smote,15,f2,0.998,1,0.996,0.998,0.997,1,0.831,0.571,0.286,0.381,0.317,0.79,
98765-ang,348-008,ea,f,smote,30,rec,0.998,1,0.996,0.998,0.997,1,0.831,0.571,0.286,0.381,0.317,0.796,
98765-ang,348-008,ea,f,smote,15,rec,0.998,1,0.996,0.998,0.997,1,0.831,0.571,0.286,0.381,0.317,0.791,
98765-ang,348-008,ea,f,smote,15,pre,0.998,1,0.996,0.998,0.997,1,0.831,0.571,0.286,0.381,0.317,0.789,
98765-ang,348-008,ea,f,smote,15,acc,0.998,1,0.996,0.998,0.997,1,0.831,0.571,0.286,0.381,0.317,0.753,
98765-ang,348-008,p,c,rando,300,rec,0.998,0.996,1,0.998,0.999,1,0.831,0.571,0.286,0.381,0.317,0.731,
98765-ang,348-008,p,c,adasyns,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.797,
98765-rad,348-008,en,,rando,30,rec,0.991,0.996,0.987,0.991,0.989,1,0.831,0.571,0.286,0.381,0.317,0.598,
98765-rad,348-008,en,,rando,60,rec,0.998,0.996,1,0.998,0.999,1,0.831,0.571,0.286,0.381,0.317,0.694,
98765-rad,348-008,en,,adasyns,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.556,
98765-rad,348-008,en,,adasyns,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.669,
1379-rad,348-008,r,fc,rando,100,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.876,
1379-rad,348-008,r,fc,adasyns,30,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.897,
1379-rad,348-008,r,fc,rando,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.876,
1379-rad,348-008,r,fc,rando,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.876,
98765-rad,348-008,m,f,smote,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.848,
98765-rad,348-008,m,f,smote,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.848,
1379-ang,348-008,p,f,adasyns,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.81,
1379-ang,348-008,p,f,smote,60,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.855,
1379-ang,348-008,p,f,smote,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.851,
1379-ang,348-008,en,f,smote,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.863,
1379-ang,348-008,en,f,rando,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.847,
1379-ang,348-008,m,,rando,30,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.797,
1379-ang,348-008,m,,adasyns,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.885,
1379-ang,348-008,m,,rando,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.797,
1379-ang,348-008,m,,adasyns,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.882,
1379-ang,348-008,ie,c,adasyns,60,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.823,
1379-ang,348-008,ie,c,smote,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.726,
1379-ang,348-008,ie,c,adasyns,60,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.815,
1379-rad,348-008,en,c,rando,300,rec,0.991,0.991,0.991,0.991,0.991,1,0.831,0.571,0.286,0.381,0.317,0.829,
1379-rad,348-008,en,c,rando,100,rec,0.991,0.983,1,0.991,0.997,1,0.831,0.571,0.286,0.381,0.317,0.815,
1379-rad,348-008,en,c,adasyns,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.842,
98765-rad,348-008,p,f,rando,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.848,
1379-ang,348-008,z,,adasyns,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.721,
1379-ang,348-008,z,,rando,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.837,
1379-ang,348-008,z,,adasyns,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.721,
98765-ang,348-008,ie,fc,smote,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.83,
98765-ang,348-008,ie,fc,rando,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.811,
1379-rad,348-008,ea,,adasyns,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.765,
1379-rad,348-008,ie,c,smote,15,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.768,
1379-rad,348-008,ie,c,smote,300,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.781,
1379-rad,348-008,ie,c,smote,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.773,
1379-rad,348-008,r,f,adasyns,30,rec,0.998,1,0.996,0.998,0.996,1,0.831,0.571,0.286,0.381,0.317,0.79,
1379-rad,348-008,ea,fc,rando,100,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.825,
1379-rad,348-008,ea,fc,rando,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.825,
1379-rad,348-008,ea,fc,rando,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.825,
1379-ang,348-008,m,f,adasyns,200,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.867,
1379-ang,348-008,ea,f,adasyns,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.821,
1379-ang,348-008,ea,f,adasyns,300,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.821,
1379-ang,348-008,ea,f,adasyns,30,rec,0.998,1,0.996,0.998,0.997,1,0.831,0.571,0.286,0.381,0.317,0.743,
1379-ang,348-008,ea,f,adasyns,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.816,
98765-ang,348-008,ea,fc,adasyns,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.899,
98765-ang,348-008,ea,fc,adasyns,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.899,
1379-rad,348-008,z,,rando,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.759,
1379-rad,348-008,z,,rando,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.759,
1379-rad,348-008,z,,adasyns,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.69,
1379-rad,348-008,z,,rando,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.759,
1379-rad,348-008,r,c,rando,200,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.829,
1379-rad,348-008,r,c,adasyns,60,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.753,
1379-rad,348-008,r,c,adasyns,60,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.753,
1379-rad,348-008,r,c,rando,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.831,
1379-rad,348-008,r,c,rando,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.859,
98765-rad,348-008,m,,adasyns,30,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.603,
98765-rad,348-008,m,,adasyns,30,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.603,
1379-ang,348-008,ie,,adasyns,15,f2,0.998,1,0.996,0.998,0.997,1,0.831,0.571,0.286,0.381,0.317,0.653,
1379-ang,348-008,ie,,adasyns,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.774,
1379-ang,348-008,ie,,smote,60,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.705,
1379-ang,348-008,ie,,smote,200,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.659,
1379-ang,348-008,ie,,smote,60,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.704,
1379-ang,348-008,ie,,smote,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.668,
1379-ang,348-008,ie,,adasyns,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.744,
98765-rad,348-008,r,c,rando,200,rec,0.97,0.943,1,0.971,0.988,0.998,0.831,0.571,0.286,0.381,0.317,0.695,
98765-ang,348-008,ie,c,smote,15,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.796,
98765-ang,348-008,ie,c,rando,15,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.776,
98765-ang,348-008,ie,c,adasyns,60,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.737,
98765-rad,348-008,z,f,adasyns,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.74,
98765-rad,348-008,z,f,smote,200,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.752,
98765-rad,348-008,z,f,adasyns,200,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.753,
98765-rad,348-008,z,f,rando,15,acc,0.998,0.996,1,0.998,0.999,1,0.831,0.571,0.286,0.381,0.317,0.788,
98765-rad,348-008,ea,c,adasyns,15,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.756,
98765-rad,348-008,ea,c,adasyns,30,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.757,
98765-rad,348-008,ea,c,rando,60,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.619,
98765-rad,348-008,ea,c,adasyns,15,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.761,
98765-rad,348-008,ea,c,adasyns,30,pre,0.996,0.996,0.996,0.996,0.996,1,0.831,0.571,0.286,0.381,0.317,0.755,
98765-rad,348-008,ea,c,rando,60,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.619,
98765-rad,348-008,ea,c,adasyns,15,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.761,
98765-rad,348-008,ea,c,smote,100,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.833,
98765-rad,348-008,ea,c,adasyns,30,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.781,
98765-rad,348-008,ea,c,rando,60,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.619,
98765-rad,348-008,m,fc,smote,300,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.891,
98765-rad,348-008,m,fc,smote,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.861,
98765-rad,348-008,m,fc,smote,300,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.883,
98765-rad,348-008,m,fc,smote,200,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.913,
98765-rad,348-008,m,fc,smote,300,acc,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.888,
98765-ang,348-008,z,,adasyns,100,f2,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.769,
98765-ang,348-008,z,,adasyns,100,rec,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.769,
98765-ang,348-008,z,,adasyns,100,pre,1,1,1,1,1,1,0.831,0.571,0.286,0.381,0.317,0.686,
